,beta,d,d_i,a_c,a_i,p_A,p_B,c1,c2,f_cA,f_cB,f_isA,f_iaA,r,ts,s_1,s_2,p_c,f_ibA,cycl_period,alt_cycl_period,cycling,rdt,pS0,pCs0,pCa0,pCb0,pIs0,pIa0,pIb0,N,t
201,0.24,9,0.86,0.05,0.002,0.9,0.1,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
38,0.24,9,0.86,0.05,0.002,0.925,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
79,0.24,9,0.86,0.05,0.002,0.925,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
120,0.24,9,0.86,0.05,0.002,0.925,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
161,0.24,9,0.86,0.05,0.002,0.925,0.075,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
39,0.24,9,0.86,0.05,0.002,0.95,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
80,0.24,9,0.86,0.05,0.002,0.95,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
121,0.24,9,0.86,0.05,0.002,0.95,0.05,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
40,0.24,9,0.86,0.05,0.002,0.975,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
81,0.24,9,0.86,0.05,0.002,0.975,0.025,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
41,0.24,9,0.86,0.05,0.002,1,0,1,1,0.1,0.1,0.5,0.5,6,3,0.001,0.001,0.01,0.5,730,0,0,0,0.95,0.05,0,0,0,0,0,60,730
