"","beta","d","d_i","a_c","a_i","p_A","p_B","c1","c2","f_cA","f_cB","f_clast","f_isA","f_iaA","r","ts","s_1","s_2","p_c","f_ib_last","cycl_period","alt_cycl_period","cycling","rdt","pS0","pCs0","pCa0","pCb0","pIs0","pIa0","pIb0","N","t"
"258",0.24,9,0.86,0.05,0.002,0.275,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"299",0.24,9,0.86,0.05,0.002,0.275,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"340",0.24,9,0.86,0.05,0.002,0.275,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"381",0.24,9,0.86,0.05,0.002,0.275,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"422",0.24,9,0.86,0.05,0.002,0.275,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"463",0.24,9,0.86,0.05,0.002,0.275,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"504",0.24,9,0.86,0.05,0.002,0.275,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"545",0.24,9,0.86,0.05,0.002,0.275,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"586",0.24,9,0.86,0.05,0.002,0.275,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"627",0.24,9,0.86,0.05,0.002,0.275,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"668",0.24,9,0.86,0.05,0.002,0.275,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"709",0.24,9,0.86,0.05,0.002,0.275,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"750",0.24,9,0.86,0.05,0.002,0.275,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"791",0.24,9,0.86,0.05,0.002,0.275,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"832",0.24,9,0.86,0.05,0.002,0.275,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"873",0.24,9,0.86,0.05,0.002,0.275,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"914",0.24,9,0.86,0.05,0.002,0.275,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"955",0.24,9,0.86,0.05,0.002,0.275,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"996",0.24,9,0.86,0.05,0.002,0.275,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1037",0.24,9,0.86,0.05,0.002,0.275,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1078",0.24,9,0.86,0.05,0.002,0.275,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1119",0.24,9,0.86,0.05,0.002,0.275,0.675,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1160",0.24,9,0.86,0.05,0.002,0.275,0.7,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1201",0.24,9,0.86,0.05,0.002,0.275,0.725,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"13",0.24,9,0.86,0.05,0.002,0.3,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"54",0.24,9,0.86,0.05,0.002,0.3,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"95",0.24,9,0.86,0.05,0.002,0.3,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"136",0.24,9,0.86,0.05,0.002,0.3,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"177",0.24,9,0.86,0.05,0.002,0.3,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"218",0.24,9,0.86,0.05,0.002,0.3,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"259",0.24,9,0.86,0.05,0.002,0.3,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"300",0.24,9,0.86,0.05,0.002,0.3,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"341",0.24,9,0.86,0.05,0.002,0.3,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"382",0.24,9,0.86,0.05,0.002,0.3,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"423",0.24,9,0.86,0.05,0.002,0.3,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"464",0.24,9,0.86,0.05,0.002,0.3,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"505",0.24,9,0.86,0.05,0.002,0.3,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"546",0.24,9,0.86,0.05,0.002,0.3,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"587",0.24,9,0.86,0.05,0.002,0.3,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"628",0.24,9,0.86,0.05,0.002,0.3,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"669",0.24,9,0.86,0.05,0.002,0.3,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"710",0.24,9,0.86,0.05,0.002,0.3,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"751",0.24,9,0.86,0.05,0.002,0.3,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"792",0.24,9,0.86,0.05,0.002,0.3,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"833",0.24,9,0.86,0.05,0.002,0.3,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"874",0.24,9,0.86,0.05,0.002,0.3,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"915",0.24,9,0.86,0.05,0.002,0.3,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"956",0.24,9,0.86,0.05,0.002,0.3,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"997",0.24,9,0.86,0.05,0.002,0.3,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1038",0.24,9,0.86,0.05,0.002,0.3,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1079",0.24,9,0.86,0.05,0.002,0.3,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1120",0.24,9,0.86,0.05,0.002,0.3,0.675,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1161",0.24,9,0.86,0.05,0.002,0.3,0.7,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"14",0.24,9,0.86,0.05,0.002,0.325,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"55",0.24,9,0.86,0.05,0.002,0.325,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"96",0.24,9,0.86,0.05,0.002,0.325,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"137",0.24,9,0.86,0.05,0.002,0.325,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"178",0.24,9,0.86,0.05,0.002,0.325,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"219",0.24,9,0.86,0.05,0.002,0.325,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"260",0.24,9,0.86,0.05,0.002,0.325,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"301",0.24,9,0.86,0.05,0.002,0.325,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"342",0.24,9,0.86,0.05,0.002,0.325,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"383",0.24,9,0.86,0.05,0.002,0.325,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"424",0.24,9,0.86,0.05,0.002,0.325,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"465",0.24,9,0.86,0.05,0.002,0.325,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"506",0.24,9,0.86,0.05,0.002,0.325,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"547",0.24,9,0.86,0.05,0.002,0.325,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"588",0.24,9,0.86,0.05,0.002,0.325,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"629",0.24,9,0.86,0.05,0.002,0.325,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"670",0.24,9,0.86,0.05,0.002,0.325,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"711",0.24,9,0.86,0.05,0.002,0.325,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"752",0.24,9,0.86,0.05,0.002,0.325,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"793",0.24,9,0.86,0.05,0.002,0.325,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"834",0.24,9,0.86,0.05,0.002,0.325,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"875",0.24,9,0.86,0.05,0.002,0.325,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"916",0.24,9,0.86,0.05,0.002,0.325,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"957",0.24,9,0.86,0.05,0.002,0.325,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"998",0.24,9,0.86,0.05,0.002,0.325,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1039",0.24,9,0.86,0.05,0.002,0.325,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1080",0.24,9,0.86,0.05,0.002,0.325,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1121",0.24,9,0.86,0.05,0.002,0.325,0.675,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"15",0.24,9,0.86,0.05,0.002,0.35,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"56",0.24,9,0.86,0.05,0.002,0.35,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"97",0.24,9,0.86,0.05,0.002,0.35,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"138",0.24,9,0.86,0.05,0.002,0.35,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"179",0.24,9,0.86,0.05,0.002,0.35,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"220",0.24,9,0.86,0.05,0.002,0.35,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"261",0.24,9,0.86,0.05,0.002,0.35,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"302",0.24,9,0.86,0.05,0.002,0.35,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"343",0.24,9,0.86,0.05,0.002,0.35,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"384",0.24,9,0.86,0.05,0.002,0.35,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"425",0.24,9,0.86,0.05,0.002,0.35,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"466",0.24,9,0.86,0.05,0.002,0.35,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"507",0.24,9,0.86,0.05,0.002,0.35,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"548",0.24,9,0.86,0.05,0.002,0.35,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"589",0.24,9,0.86,0.05,0.002,0.35,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"630",0.24,9,0.86,0.05,0.002,0.35,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"671",0.24,9,0.86,0.05,0.002,0.35,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"712",0.24,9,0.86,0.05,0.002,0.35,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"753",0.24,9,0.86,0.05,0.002,0.35,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"794",0.24,9,0.86,0.05,0.002,0.35,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"835",0.24,9,0.86,0.05,0.002,0.35,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"876",0.24,9,0.86,0.05,0.002,0.35,0.525,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"917",0.24,9,0.86,0.05,0.002,0.35,0.55,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"958",0.24,9,0.86,0.05,0.002,0.35,0.575,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"999",0.24,9,0.86,0.05,0.002,0.35,0.6,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1040",0.24,9,0.86,0.05,0.002,0.35,0.625,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"1081",0.24,9,0.86,0.05,0.002,0.35,0.65,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"16",0.24,9,0.86,0.05,0.002,0.375,0,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"57",0.24,9,0.86,0.05,0.002,0.375,0.025,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"98",0.24,9,0.86,0.05,0.002,0.375,0.05,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"139",0.24,9,0.86,0.05,0.002,0.375,0.075,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"180",0.24,9,0.86,0.05,0.002,0.375,0.1,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"221",0.24,9,0.86,0.05,0.002,0.375,0.125,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"262",0.24,9,0.86,0.05,0.002,0.375,0.15,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"303",0.24,9,0.86,0.05,0.002,0.375,0.175,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"344",0.24,9,0.86,0.05,0.002,0.375,0.2,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"385",0.24,9,0.86,0.05,0.002,0.375,0.225,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"426",0.24,9,0.86,0.05,0.002,0.375,0.25,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"467",0.24,9,0.86,0.05,0.002,0.375,0.275,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"508",0.24,9,0.86,0.05,0.002,0.375,0.3,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"549",0.24,9,0.86,0.05,0.002,0.375,0.325,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"590",0.24,9,0.86,0.05,0.002,0.375,0.35,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"631",0.24,9,0.86,0.05,0.002,0.375,0.375,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"672",0.24,9,0.86,0.05,0.002,0.375,0.4,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"713",0.24,9,0.86,0.05,0.002,0.375,0.425,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"754",0.24,9,0.86,0.05,0.002,0.375,0.45,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"795",0.24,9,0.86,0.05,0.002,0.375,0.475,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
"836",0.24,9,0.86,0.05,0.002,0.375,0.5,1,1,0.1,0.1,0.03,0.5,0.5,6,-1,0.001,0.001,0.01,0,0,0,0,0,0.95,0.05,0,0,0,0,0,60,5475
